,s_property_type,s_places,d_currency,c_price_aprox_local_currency,c_surface_total_in_m2,c_surface_covered_in_m2,c_price_per_m2,c_latitud,c_longitud
359,apartment,BenitoJuarez,0,999824.68,90.0,90.0,11210.57778,19.395097,-99.150424
360,house,AlvaroObregon,0,3180961.41,300.0,300.0,10700.0,19.365271,-99.232466
361,apartment,Iztapalapa,0,505386.27,64.0,64.0,7968.75,19.320269,-99.055412
362,apartment,BenitoJuarez,0,3963814.82,106.0,106.0,37735.84906,19.367745,-99.180127
363,apartment,Cuauhtemoc,0,1139596.67,65.0,65.0,17692.30769,19.468092,-99.088883
364,house,Coyoacan,0,6718666.29,240.0,240.0,28250.0,19.338417,-99.156145
365,apartment,Iztapalapa,0,475968.65,60.0,60.0,8003.333333,19.359004,-99.092622
366,house,Iztapalapa,0,1105408.83,100.0,100.0,11155.0,19.325155,-99.088905
368,apartment,BenitoJuarez,0,8621297.28,360.0,270.0,32222.22222,19.3769448,-99.1651109
372,apartment,Tlalpan,0,693832.02,71.0,71.0,9859.15493,19.2818221685,-99.1876426712
373,apartment,BenitoJuarez,0,3002589.69,127.0,127.0,23858.26772,19.391074,-99.165737
374,apartment,Cuauhtemoc,0,387131.78,70.0,70.0,5580.942857,19.418844,-99.132357
376,apartment,Azcapotzalco,0,558289.31,70.0,70.0,8048.371429,19.484102,-99.18436
379,apartment,BenitoJuarez,0,4341406.55,85.0,85.0,51529.41176,19.3943574,-99.1774462
380,apartment,Iztacalco,0,626282.61,70.0,70.0,9028.571429,19.397649,-99.093087
381,apartment,Cuauhtemoc,0,1050410.9,53.0,53.0,20000.0,19.408805,-99.129702
382,house,AlvaroObregon,0,4558387.05,350.0,350.0,13142.85714,19.33923,-99.218987
384,apartment,Cuajimalpa,0,3072685.02,80.0,80.0,38750.0,19.3499358,-99.2906864
385,apartment,Iztapalapa,0,872039.17,75.0,75.0,11733.33333,19.313878,-99.094271
386,apartment,BenitoJuarez,0,4954768.48,110.0,110.0,45454.54545,19.427922,-99.160613
387,apartment,BenitoJuarez,0,960667.08,60.0,60.0,16157.28333,19.392025,-99.135302
388,apartment,BenitoJuarez,0,1693869.81,90.0,90.0,18992.58889,19.384808,-99.155339
389,house,GustavoAMadero,0,3156187.61,289.0,289.0,11020.76125,19.50772,-99.121305
390,apartment,AlvaroObregon,0,878853.3,75.0,75.0,11822.21333,19.361114,-99.222666
391,house,GustavoAMadero,0,3156936.0,200.0,200.0,15925.0,19.50772,-99.121305
392,apartment,GustavoAMadero,0,1988844.08,60.0,60.0,33450.0,19.493973,-99.130394
393,apartment,BenitoJuarez,0,3071956.38,100.0,100.0,31000.0,19.394073,-99.153915
394,apartment,Cuajimalpa,0,6260161.89,110.0,110.0,57430.09091,19.371342,-99.253616
395,apartment,AlvaroObregon,0,4568197.57,130.0,130.0,35460.76923,19.390806,-99.195413
396,apartment,AlvaroObregon,0,1962088.23,65.0,65.0,30461.53846,19.386852,-99.194748
397,house,GustavoAMadero,0,1535978.09,210.0,210.0,7380.952381,19.546144,-99.13029
399,apartment,AlvaroObregon,0,957921.23,103.0,103.0,9385.106796,19.38499,-99.227853
400,house,Azcapotzalco,0,3936216.73,330.0,330.0,12036.81818,19.47517,-99.152534
401,apartment,BenitoJuarez,0,6936675.98,330.0,330.0,21212.12121,19.365528,-99.17952
402,apartment,AlvaroObregon,0,3518719.94,100.0,100.0,35500.0,19.3392293,-99.2189838
403,apartment,Azcapotzalco,0,600516.84,70.0,70.0,8657.128571,19.490331,-99.207579
404,apartment,AlvaroObregon,0,607784.45,60.0,60.0,10222.21667,19.3821,-99.204573
405,house,Cuauhtemoc,0,4678748.29,319.0,319.0,14800.81505,19.411685,-99.166322
406,apartment,MiguelHidalgo,0,7830390.83,105.0,105.0,75238.09524,19.407269,-99.190754
408,apartment,VenustianoCarranza,0,767989.04,62.0,62.0,12386.92,19.422588512,-99.0956765413
411,apartment,Iztapalapa,0,534123.97,69.0,69.0,7811.594203,19.363469,-99.010141
413,apartment,BenitoJuarez,0,1968586.95,60.0,60.0,33109.3,19.364005,-99.153602
415,apartment,MagdalenaContreras,0,7040726.11,184.0,184.0,38614.13043,19.3023508,-99.1679459
416,apartment,BenitoJuarez,0,3072685.02,99.0,99.0,31313.13131,19.3747920646,-99.137270786
417,apartment,Cuauhtemoc,0,1496694.85,75.0,75.0,20133.33333,19.440749,-99.141649
418,house,Iztapalapa,0,1783716.69,120.0,120.0,15000.0,19.346931,-99.025154
419,apartment,Cuauhtemoc,0,409939.53,55.0,55.0,7521.490909,19.45178,-99.15709
420,house,BenitoJuarez,0,10407481.65,250.0,250.0,42000.0,19.381729,-99.164986
421,apartment,MiguelHidalgo,0,5162868.92,85.0,85.0,61294.11765,19.443333,-99.202983
422,apartment,BenitoJuarez,0,2220727.3,107.0,107.0,20943.92523,19.39557,-99.132937
424,apartment,Azcapotzalco,0,1436882.88,64.0,64.0,22656.25,19.478815,-99.196831
426,house,GustavoAMadero,0,1585525.89,210.0,210.0,7619.047619,19.546411,-99.130511
427,apartment,VenustianoCarranza,0,460051.2,85.0,85.0,5461.776471,19.409843,-99.125509
428,apartment,Tlalpan,0,579970.25,110.0,110.0,5319.327273,19.282895,-99.166933
429,house,Coyoacan,0,1855154.39,193.0,193.0,9699.948187,19.338268,-99.128173
430,house,BenitoJuarez,0,7243871.64,442.0,442.0,16538.46154,19.395451,-99.183774
432,house,Iztacalco,0,2534138.42,150.0,150.0,17044.44,19.378562,-99.130993
433,apartment,Coyoacan,0,4227142.47,86.0,86.0,49152.819418604646,19.30282,-99.164293
434,apartment,BenitoJuarez,0,3616981.0,85.0,85.0,42941.17647,19.401331,-99.154029
435,apartment,Cuauhtemoc,0,1833264.3,126.0,126.0,14682.53968,19.425758,-99.174333
437,apartment,BenitoJuarez,0,2626027.34,83.0,83.0,31927.71084,19.365031,-99.147736
438,apartment,AlvaroObregon,0,9713649.44,240.0,120.0,81666.66667,19.320576,-99.20929
439,apartment,Xochimilco,0,1326316.17,90.0,90.0,14871.37778,19.273713,-99.120741
440,apartment,Coyoacan,0,2018572.6,108.0,108.0,18861.11111,19.309713,-99.1262
442,apartment,Coyoacan,0,1633745.61,80.0,80.0,20608.25,19.348122,-99.125716
443,apartment,BenitoJuarez,0,2071093.27,93.0,93.0,22473.11828,19.387579,-99.170353
444,apartment,Cuauhtemoc,0,1430937.13,75.0,75.0,19253.33333,19.404442,-99.162688
445,apartment,Cuajimalpa,0,10801395.59,221.0,221.0,49321.26697,19.393557,-99.265242
446,apartment,BenitoJuarez,0,3043714.28,106.0,106.0,28976.41509,19.362511,-99.166374
447,house,Iztacalco,0,2069881.25,220.0,220.0,9494.440909,19.396669,-99.067626
448,apartment,BenitoJuarez,0,1535978.09,74.0,74.0,20945.94595,19.384506,-99.135865
449,apartment,BenitoJuarez,0,4806125.47,122.0,122.0,39754.09836,19.390912,-99.172242
450,house,Iztapalapa,0,2421325.97,250.0,250.0,9773.72,19.362488,-99.108269
452,apartment,Cuajimalpa,0,10504109.38,241.0,241.0,43983.40249,19.362619,-99.265706
453,house,Iztacalco,0,2725122.75,140.0,140.0,19642.85714,19.379863,-99.123453
454,apartment,GustavoAMadero,0,594713.1,69.0,69.0,8695.652174,19.505199,-99.155991
455,house,Cuajimalpa,0,12684207.7,265.0,265.0,48301.88679,19.390415,-99.254997
457,apartment,Cuauhtemoc,0,4147141.27,80.0,80.0,52312.5,19.414597,-99.156686
458,apartment,MiguelHidalgo,0,1962088.23,127.0,127.0,15590.55118,19.399028,-99.175227
460,house,Cuauhtemoc,0,4262111.42,300.0,308.0,13961.03896,19.4615578,-99.130454
461,apartment,BenitoJuarez,0,1528050.5,95.0,95.0,16231.57895,19.362864,-99.173988
462,house,MiguelHidalgo,0,13381047.76,153.0,153.0,88235.29412,19.407269,-99.190754
465,apartment,Azcapotzalco,0,1768852.34,65.0,65.0,27461.53846,19.472155,-99.161186
466,house,Azcapotzalco,0,1288239.68,96.0,96.0,13541.66667,19.469769,-99.157379
467,apartment,Coyoacan,0,1863434.64,133.0,133.0,14135.33835,19.3152718515,-99.1075855494
468,apartment,Iztapalapa,0,713486.52,56.0,56.0,12857.14286,19.391754,-99.056058
469,house,Tlalpan,0,3537704.68,130.0,130.0,27461.53846,19.277746,-99.167284
470,apartment,AlvaroObregon,0,8918583.49,188.0,188.0,47872.34043,19.3634214999,-99.2763233185
472,apartment,AlvaroObregon,0,693667.44,75.0,75.0,9333.333333,19.390806,-99.195413
473,apartment,Cuauhtemoc,0,3121504.17,37.0,37.0,85135.13514,19.415513,-99.179369
474,apartment,BenitoJuarez,0,1337787.47,70.0,70.0,19285.71429,19.383446,-99.137643
475,apartment,MiguelHidalgo,0,3295841.66,100.0,100.0,33259.29,19.428324,-99.176337
476,apartment,Coyoacan,0,998959.49,75.0,75.0,13437.86667,19.324386,-99.124228
477,apartment,VenustianoCarranza,0,510340.99,60.0,60.0,8583.333333,19.452689,-99.117987
479,apartment,Iztapalapa,0,946585.15,72.0,72.0,13263.88889,19.3915,-99.038137
480,apartment,Cuauhtemoc,0,6243008.35,128.0,128.0,49218.75,19.4070717,-99.1621603
481,apartment,Coyoacan,0,3568279.4,180.0,180.0,20000.0,19.3428273,-99.1522157
482,house,AlvaroObregon,0,7134866.79,220.0,220.0,32431.212681818182,19.3396614,-99.2373007
483,house,AlvaroObregon,0,700222.21,395.0,395.0,1788.473418,19.342911,-99.224472
484,apartment,MiguelHidalgo,0,3269651.77,122.0,122.0,27045.08197,19.449148,-99.175534
485,apartment,VenustianoCarranza,0,1852687.09,89.0,89.0,21006.74157,19.436264,-99.099608
486,apartment,BenitoJuarez,0,5090642.78,104.0,104.0,48948.48826923077,19.3866412,-99.1805935
487,apartment,VenustianoCarranza,0,346916.01,60.0,60.0,5833.333333,19.422676,-99.097893
488,apartment,Coyoacan,0,5401978.56,180.0,180.0,30277.77778,19.3049333,-99.1836755
489,apartment,Iztacalco,0,877104.86,64.0,64.0,13829.875,19.395901,-99.097612
490,apartment,VenustianoCarranza,0,607123.52,70.0,70.0,8752.371429,19.457685,-99.121754
491,apartment,BenitoJuarez,0,4776050.11,136.0,136.0,35438.60294,19.382013,-99.188522
492,apartment,Azcapotzalco,0,729341.9,65.0,65.0,11323.07692,19.511198,-99.200576
493,apartment,Iztapalapa,0,639316.71,47.0,47.0,13723.40426,19.3916358,-99.0557268
494,house,MagdalenaContreras,0,1106895.27,72.0,72.0,15513.88889,19.306983,-99.1804
495,apartment,BenitoJuarez,0,2774670.35,85.0,85.0,32941.17647,19.371992,-99.157853
496,apartment,Tlalpan,0,4955943.63,120.0,120.0,41666.66667,19.3024064,-99.2018433
498,apartment,MiguelHidalgo,0,489531.08,60.0,60.0,8233.333333,19.404918,-99.1978
499,apartment,MiguelHidalgo,0,7283509.8,115.0,115.0,63913.04348,19.437991,-99.188609
500,apartment,Iztacalco,0,554934.07,45.0,45.0,12444.44444,19.402752,-99.098587
501,house,AlvaroObregon,0,4905220.87,272.0,272.0,18198.52941,19.33981,-99.216052
502,apartment,BenitoJuarez,0,1615254.41,78.0,78.0,20897.4359,19.396893,-99.152302
503,apartment,Cuauhtemoc,0,802672.48,58.0,58.0,13965.51724,19.443178,-99.144234
504,apartment,GustavoAMadero,0,346916.01,45.0,45.0,7777.777778,19.4873329,-99.1236134
505,apartment,Tlahuac,0,364757.37,45.0,45.0,8177.777778,19.270566,-99.004846
508,apartment,BenitoJuarez,0,2282496.3,75.0,75.0,30711.10667,19.397686,-99.161395
509,house,AlvaroObregon,0,2972861.16,220.0,220.0,13636.36364,19.365271,-99.232466
510,apartment,Cuauhtemoc,0,1507300.58,50.0,50.0,30414.0,19.4555330491,-99.1633956134
512,apartment,Cuauhtemoc,0,639165.11,70.0,70.0,9214.285714,19.448187,-99.161176
513,apartment,BenitoJuarez,0,2947420.41,70.0,70.0,42490.38571,19.386821,-99.164805
515,apartment,Cuauhtemoc,0,1129955.05,67.0,67.0,17014.92537,19.461306,-99.127826
516,apartment,Iztacalco,0,831409.99,50.0,50.0,16780.0,19.419427,-99.067675
517,apartment,BenitoJuarez,0,3131413.62,70.0,70.0,45142.85714,19.384365,-99.156091
519,house,GustavoAMadero,0,2992680.24,400.0,400.0,7550.0,19.473623,-99.124863
520,apartment,Cuauhtemoc,0,1224448.02,340.0,340.0,3633.332353,19.416847,-99.154596
521,apartment,Tlalpan,0,971134.57,63.0,63.0,15555.55556,19.194247,-99.141976
522,house,AlvaroObregon,0,2338650.77,115.0,115.0,20521.73913,19.364233,-99.243773
523,apartment,Coyoacan,0,2471776.76,94.0,94.0,26529.25532,19.3338880248,-99.151327014
524,house,MagdalenaContreras,0,5767350.6,136.0,136.0,42794.11765,19.325355,-99.232561
525,apartment,Azcapotzalco,0,1535978.09,67.0,67.0,23134.32836,19.474223,-99.18722
526,apartment,MiguelHidalgo,0,6401382.69,108.0,108.0,59813.14815,19.4032833,-99.1821858
527,apartment,BenitoJuarez,0,2577090.63,78.0,78.0,33333.33333,19.3825040623,-99.1580399126
528,apartment,Cuauhtemoc,0,3865635.95,122.0,122.0,31967.21311,19.408697,-99.181012
529,apartment,Azcapotzalco,0,805447.11,75.0,75.0,10837.33333,19.489901,-99.192497
530,house,Iztapalapa,0,649942.2,57.0,57.0,11503.85965,19.325894,-99.059696
532,apartment,BenitoJuarez,0,1755460.5,90.0,90.0,19678.51111,19.39177,-99.159996
533,apartment,Iztacalco,0,1040501.26,64.0,64.0,16406.25,19.385994,-99.106613
534,house,AlvaroObregon,0,14867830.91,500.0,500.0,30000.0,19.341894,-99.224525
535,apartment,Iztacalco,0,2180098.12,83.0,83.0,26506.0241,19.368808,-99.112954
536,apartment,Cuauhtemoc,0,1486430.48,50.0,50.0,30000.0,19.404661,-99.133858
537,apartment,Coyoacan,0,887597.18,66.0,66.0,13571.21212,19.30241,-99.109299
538,apartment,MiguelHidalgo,0,667241.69,60.0,60.0,11222.21667,19.455894,-99.18355
539,apartment,MiguelHidalgo,0,3934086.29,51.0,51.0,77843.13725,19.440935,-99.188522
540,apartment,Cuauhtemoc,0,4459291.65,120.0,120.0,37500.0,19.41498,-99.177444
541,house,MiguelHidalgo,0,6434136.0,230.0,230.0,28223.18696,19.417168,-99.230481
542,apartment,Iztapalapa,0,475842.07,80.0,80.0,6002.325,19.383948,-99.067884
543,apartment,BenitoJuarez,0,3849855.06,121.0,121.0,32107.43802,19.368182,-99.176664
544,house,Coyoacan,0,14864305.82,328.0,328.0,45731.70732,19.353813,-99.163605
546,house,Iztapalapa,0,1169352.09,148.0,148.0,7973.155405,19.357477,-99.075537
547,house,Tlalpan,0,7209188.2,237.0,237.0,30696.20253,19.3402891,-99.1989148
548,apartment,VenustianoCarranza,0,516970.61,50.0,50.0,10433.8,19.422817,-99.058911
549,house,MagdalenaContreras,0,8772020.14,270.0,270.0,32777.77778,19.315818,-99.227843
550,house,GustavoAMadero,0,1929981.37,250.0,250.0,7790.4,19.480841,-99.067085
551,apartment,AlvaroObregon,0,5097779.1,106.0,106.0,48531.28302,19.331932,-99.246689
553,apartment,Coyoacan,0,1608647.74,110.0,110.0,14757.57273,19.347664,-99.125001
555,apartment,MiguelHidalgo,0,812185.63,45.0,45.0,18213.33333,19.399689,-99.188522
556,apartment,GustavoAMadero,0,1981907.31,58.0,58.0,34482.75862,19.492992,-99.149765
557,house,MiguelHidalgo,0,6434136.0,426.0,426.0,15237.87089,19.423365,-99.224539
558,apartment,BenitoJuarez,0,2836902.23,73.0,73.0,39216.43836,19.3596034,-99.1514055
559,house,Cuajimalpa,0,1649563.0,220.0,220.0,7564.668182,19.360048,-99.299593
560,apartment,BenitoJuarez,0,2675574.95,82.0,82.0,32926.82927,19.381729,-99.164986
561,apartment,BenitoJuarez,0,5055053.14,101.0,101.0,50506.93069,19.39365,-99.14769
562,house,Cuauhtemoc,0,1615637.54,218.0,218.0,7477.06422,19.41821,-99.152376
564,apartment,Coyoacan,0,2824217.96,78.0,78.0,36538.46154,19.322523,-99.141464
565,apartment,Cuauhtemoc,0,604481.67,66.0,66.0,9242.424242,19.446253,-99.157519
567,apartment,BenitoJuarez,0,2643071.6,61.0,61.0,43724.59016,19.364891,-99.148384
568,apartment,BenitoJuarez,0,3270147.18,100.0,100.0,33000.0,19.394358,-99.177444
569,apartment,BenitoJuarez,0,763034.32,53.0,53.0,14528.30189,19.383599,-99.190834
570,house,MagdalenaContreras,0,773447.27,70.0,70.0,11147.47143,19.272198,-99.220178
571,apartment,Iztapalapa,0,1387664.04,98.0,98.0,14159.837142857144,19.3305971,-99.0536536
572,apartment,Cuajimalpa,0,5062875.03,117.0,117.0,43657.11111,19.3503274,-99.2989735
574,apartment,Cuauhtemoc,0,872039.17,90.0,90.0,9777.777778,19.427118,-99.141954
575,apartment,BenitoJuarez,0,2635471.09,62.0,62.0,42895.64516,19.39912,-99.141464
576,apartment,BenitoJuarez,0,1132989.99,80.0,80.0,14291.6625,19.398983,-99.154034
577,apartment,MagdalenaContreras,0,4072253.53,69.0,69.0,59018.16710144928,19.315498,-99.220634
578,apartment,BenitoJuarez,0,2328741.13,90.0,90.0,26111.11111,19.387131,-99.147493
579,apartment,BenitoJuarez,0,1694530.74,90.0,90.0,19000.0,19.384371,-99.135965
580,apartment,BenitoJuarez,0,1588994.17,75.0,75.0,21380.0,19.39557,-99.132937
581,apartment,Cuauhtemoc,0,4842219.35,66.0,66.0,73366.95984848484,19.4151638,-99.1789099
582,house,GustavoAMadero,0,4459291.65,160.0,160.0,28125.0,19.482945,-99.113471
583,apartment,MiguelHidalgo,0,1962553.55,127.0,127.0,15590.55118,19.400249,-99.177444
584,apartment,BenitoJuarez,0,1289260.41,64.0,64.0,20328.59375,19.383446,-99.137643
585,apartment,MiguelHidalgo,0,2478962.93,85.0,85.0,29423.52941,19.434723,-99.175887
587,apartment,BenitoJuarez,0,831409.99,70.0,70.0,11985.71429,19.382649,-99.143384
588,apartment,VenustianoCarranza,0,624796.17,54.0,54.0,11675.92593,19.406759,-99.125172
591,apartment,Azcapotzalco,0,895822.14,60.0,60.0,15066.66667,19.49662,-99.185876
592,apartment,BenitoJuarez,0,872246.06,70.0,70.0,12571.42857,19.39617,-99.13791
593,apartment,BenitoJuarez,0,5844349.02,121.0,121.0,48729.77686,19.394358,-99.177444
596,apartment,BenitoJuarez,0,3270147.18,127.0,127.0,25984.25197,19.39177,-99.159996
597,apartment,BenitoJuarez,0,1486430.48,65.0,65.0,23076.92308,19.370046,-99.146155
598,house,GustavoAMadero,0,4459291.65,296.0,296.0,15202.7027,19.523924,-99.151918
599,apartment,BenitoJuarez,0,3616981.0,85.0,85.0,42941.17647,19.3618265,-99.1542053
600,house,AlvaroObregon,0,1714349.82,90.0,90.0,19222.22222,19.35667,-99.235854
601,apartment,Iztapalapa,0,973720.93,110.0,110.0,8932.818182,19.308573,-99.07088
602,apartment,AlvaroObregon,0,883148.97,60.0,60.0,14850.0,19.359901,-99.189606
603,apartment,Cuauhtemoc,0,3567433.39,89.0,89.0,40449.4382,19.417364,-99.159454
604,apartment,Cuauhtemoc,0,1496340.12,80.0,80.0,18875.0,19.427754,-99.171109
605,apartment,BenitoJuarez,0,1458287.33,85.0,85.0,17312.94118,19.396705,-99.181902
606,house,Xochimilco,0,1832934.4,150.0,150.0,12331.11333,19.263462,-99.104913
607,apartment,AlvaroObregon,0,2972861.16,100.0,100.0,30000.0,19.340202,-99.257774
608,apartment,Tlalpan,0,1773807.06,57.0,57.0,31403.50877,19.298168,-99.113106
609,apartment,BenitoJuarez,0,2417584.59,62.0,62.0,39339.93548,19.39912,-99.141464
610,house,MiguelHidalgo,0,7334048.43,420.0,420.0,17621.42857,19.401079,-99.24807
612,apartment,BenitoJuarez,0,1694530.74,70.0,70.0,24428.57143,19.369509,-99.172532
613,apartment,MiguelHidalgo,0,744206.07,59.0,59.0,12728.81356,19.456595,-99.20456
614,apartment,Cuauhtemoc,0,624448.78,50.0,50.0,12600.0,19.4179232,-99.1483827
615,house,AlvaroObregon,0,4347353.61,360.0,360.0,12183.33333,19.367024,-99.180497
616,apartment,MiguelHidalgo,0,8293458.17,255.0,255.0,32820.26667,19.443178,-99.20237
617,house,Tlalpan,0,2834127.6,140.0,140.0,20428.57143,19.300504,-99.122136
619,apartment,Coyoacan,0,610805.09,86.0,86.0,7165.523256,19.307754,-99.12497
620,apartment,MiguelHidalgo,0,3575911.51,97.0,97.0,37192.78351,19.3813197,-99.1996895
621,apartment,Iztacalco,0,812581.93,50.0,50.0,16400.0,19.410307,-99.065399
622,apartment,Cuauhtemoc,0,1219864.01,80.0,80.0,15387.5,19.461871,-99.129227
624,apartment,GustavoAMadero,0,646774.66,60.0,60.0,10877.98333,19.527836,-99.169827
625,house,Cuajimalpa,0,13876642.15,500.0,420.0,33333.33333,19.4037619,-99.2513326
626,house,GustavoAMadero,0,1080233.65,148.0,148.0,7365.506757,19.456919,-99.105499
627,apartment,Iztapalapa,0,347926.96,42.0,42.0,8357.619048,19.359004,-99.092622
628,apartment,BenitoJuarez,0,2540230.68,93.0,79.0,31582.27848,19.3638234,-99.1444714
629,apartment,AlvaroObregon,0,882939.64,80.0,80.0,11137.5,19.359897,-99.18956
630,house,MiguelHidalgo,0,16846213.33,291.0,291.0,58419.24399,19.420166,-99.220367
631,apartment,BenitoJuarez,0,1672729.8,45.0,45.0,37511.11111,19.371992,-99.157853
632,apartment,Iztapalapa,0,518268.78,44.0,44.0,11886.36364,19.346609,-99.072311
633,apartment,MiguelHidalgo,0,1129325.53,70.0,70.0,16280.5,19.445816,-99.170462
634,store,Cuauhtemoc,0,4211553.23,355.0,355.0,11971.83099,19.441646,-99.151884
635,apartment,MiguelHidalgo,0,4261101.03,60.0,60.0,71666.66667,19.407269,-99.190754
636,apartment,BenitoJuarez,0,3616981.0,85.0,85.0,42941.17647,19.368544,-99.163605
637,house,AlvaroObregon,0,5539431.27,297.0,297.0,18821.54882,19.340695,-99.211606
638,apartment,Cuauhtemoc,0,1530496.35,60.0,60.0,25735.03333,19.444865,-99.156877
639,apartment,BenitoJuarez,0,3071956.38,100.0,100.0,31000.0,19.381729,-99.164986
640,apartment,AlvaroObregon,0,1813445.22,62.0,62.0,29516.12903,19.377369,-99.198052
641,apartment,MiguelHidalgo,0,495594.19,42.0,42.0,11904.7619,19.444584,-99.174675
642,apartment,Coyoacan,0,1163890.85,70.0,70.0,16778.8,19.352333,-99.121169
643,apartment,BenitoJuarez,0,17837166.99,567.0,567.0,31746.03175,19.390525,-99.179751
645,apartment,Coyoacan,0,2006681.12,60.0,60.0,33750.0,19.328833,-99.133163
646,apartment,Iztacalco,0,946585.15,76.0,76.0,12565.78947,19.4113101,-99.064722
647,house,AlvaroObregon,0,2592334.92,150.0,150.0,17440.0,19.359668,-99.220902
649,apartment,MiguelHidalgo,0,1862992.83,110.0,110.0,17090.90909,19.443486,-99.211871
650,apartment,Iztacalco,0,842310.64,56.0,56.0,15178.57143,19.392349,-99.07093
651,apartment,GustavoAMadero,0,646101.69,69.0,69.0,9449.275362,19.504602,-99.153096
653,house,Iztapalapa,0,1981907.31,484.0,253.0,7905.13834,19.3211179,-99.0755302
655,house,Cuauhtemoc,0,13110317.84,550.0,550.0,24054.54545,19.450604,-99.144306
656,apartment,AlvaroObregon,0,647423.74,55.0,55.0,11878.8,19.384327,-99.215523
657,apartment,BenitoJuarez,0,2272586.85,90.0,90.0,25481.47778,19.40099,-99.161174
658,house,GustavoAMadero,0,651056.41,59.0,59.0,11135.59322,19.515243,-99.132178
659,apartment,Azcapotzalco,0,2332901.01,66.0,66.0,35346.98499999999,19.4653758,-99.1589568
660,apartment,Cuauhtemoc,0,4390618.62,98.0,98.0,45211.22449,19.407187,-99.172405
661,apartment,BenitoJuarez,0,2269283.89,90.0,90.0,25444.44444,19.400959,-99.162199
662,house,VenustianoCarranza,0,1248601.52,79.0,79.0,15949.36709,19.445241,-99.102692
664,apartment,Tlahuac,0,1564502.12,127.0,127.0,12428.4252,19.2990233,-99.0436467
665,house,MiguelHidalgo,0,5630559.39,195.0,195.0,29138.25641,19.400249,-99.177444
666,apartment,BenitoJuarez,0,4784479.14,118.0,118.0,40916.57627,19.381729,-99.164986
